knowledge_id,title,content,key_formulas,common_mistakes,teaching_points
K082,多位数乘一位数（笔算乘法进位）,笔算多位数乘一位数（进位），相同数位对齐，从个位乘起，用一位数依次乘多位数的每一位，哪一位相乘满几十就向前一位进几。例如146×3，个位6×3=18，向十位进1，十位4×3+1=13，向百位进1，百位1×3+1=4，结果是438。,无,"1. 忘记进位
2. 进位后忘记加进位
3. 书写位置错误","1. 用竖式计算
2. 标出进位标记
3. 检查每一位计算"
K083,多位数乘一位数（因数中间有0）,因数中间有0的乘法，用一位数依次乘多位数的每一位，包括0也要乘。例如203×4，个位3×4=12，向十位进1，十位0×4+1=1，百位2×4=8，结果是812。,无,"1. 漏乘中间的0
2. 进位处理不当
3. 书写错误","1. 强调0也要乘
2. 用竖式计算
3. 检查计算过程"
K084,多位数乘一位数（因数末尾有0）,因数末尾有0的乘法，可以先把0前面的数相乘，再看因数末尾一共有几个0，就在积的末尾添上几个0。例如320×5，先算32×5=160，再在末尾添1个0，结果是1600。,无,"1. 添0的个数错误
2. 前面的数相乘错误
3. 忘记添0","1. 总结简便方法
2. 强调先乘再添0
3. 检查0的个数"
K085,长方形和正方形的认识,长方形有4条边，对边相等，4个角都是直角。正方形有4条边，四条边都相等，4个角都是直角。正方形是特殊的长方形。要会辨认长方形和正方形。,无,"1. 分不清长方形和正方形
2. 不理解正方形是特殊的长方形
3. 不会描述图形特征","1. 通过实物观察
2. 用尺子量边长
3. 对比长方形和正方形"
K086,周长的认识（周长的概念）,周长是封闭图形一周的长度。要计算一个图形的周长，就是把它所有边的长度加起来。可以用绳子绕图形一周，再测量绳子的长度来感知周长。,无,"1. 不理解周长的概念
2. 漏算某条边
3. 不会测量周长","1. 用绳子实际测量
2. 强调""一周的长度""
3. 计算所有边的和"
K087,长方形和正方形的周长计算,长方形周长=（长+宽）×2，正方形周长=边长×4。计算时要注意：周长是围成图形一周的长度，不是面积。例如：长8厘米、宽5厘米的长方形，周长=(8+5)×2=26厘米。,"长方形周长=(长+宽)×2
正方形周长=边长×4","1. 把周长公式记成面积公式
2. 计算长方形周长时忘记乘以2
3. 混淆长和宽的概念","1. 通过实物演示理解周长
2. 区分周长和面积
3. 强调公式中乘以2的必要性"
K088,分数的初步认识（几分之一）,"把一个物体平均分成几份，每份就是它的几分之一。例如把一个蛋糕平均分成4份，每份是这个蛋糕的1/4。要理解""平均分""的重要性，只有平均分才能用分数表示。",无,"1. 不是平均分却用分数表示
2. 分子分母颠倒
3. 不理解分数的含义","1. 通过折纸、涂色理解
2. 强调""平均分""
3. 练习分数的读写"
K089,分数的初步认识（几分之几）,把一个物体平均分成几份，取其中的几份，就是它的几分之几。例如把一个蛋糕平均分成4份，取其中的3份，就是这个蛋糕的3/4。分子表示取的份数，分母表示平均分的份数。,无,"1. 不是平均分却用分数表示
2. 分子分母含义混淆
3. 不理解分数的含义","1. 通过折纸、涂色理解
2. 强调""平均分""
3. 区分分子和分母"
K090,分数的简单计算（同分母加减法）,同分母分数相加减，分母不变，分子相加减。例如1/4+2/4=3/4，3/4-1/4=2/4。计算结果要化简成最简分数，例如4/4=1。,"a/b+c/b=(a+c)/b
a/b-c/b=(a-c)/b","1. 分母也相加减
2. 结果不化简
3. 分子计算错误","1. 强调""分母不变，分子相加减""
2. 用图形帮助理解
3. 练习化简"
K091,分数的简单应用（分数与除法）,分数与除法的关系：被除数÷除数=被除数/除数，用字母表示为a÷b=a/b（b≠0）。例如把3个苹果平均分给4个小朋友，每人得到3÷4=3/4个苹果。,a÷b=a/b（b≠0）,"1. 被除数和除数颠倒
2. 不理解分数表示具体数量
3. 除数为0","1. 通过分物理解
2. 强调除法与分数的对应关系
3. 练习用分数表示结果"
K092,数学广角——集合（重叠问题）,集合问题中，两个集合有重叠部分时，总数量=第一个集合数量+第二个集合数量-重叠部分数量。例如参加跳绳的有8人，参加踢毽的有5人，两项都参加的有3人，总人数=8+5-3=10人。,总数量=A+B-重叠部分,"1. 重复计算重叠部分
2. 不会找重叠部分
3. 计算错误","1. 用韦恩图表示
2. 强调减去重叠部分
3. 多做实例练习"
K093,位置与方向（东、南、西、北）,地图通常是按上北下南、左西右东绘制的。要会辨认东、南、西、北四个方向，知道东北、东南、西北、西南四个方向。会根据给定的一个方向辨认其他方向。,上北下南、左西右东,"1. 分不清四个基本方向
2. 不会根据一个方向找其他方向
3. 地图方向判断错误","1. 实际辨认方向
2. 记住方向口诀
3. 绘制简单的方向图"
K094,位置与方向（东北、东南、西北、西南）,东北是东和北之间的方向，东南是东和南之间的方向，西北是西和北之间的方向，西南是西和南之间的方向。这四个方向是在四个基本方向的基础上确定的。,无,"1. 分不清八个方向
2. 不会描述相对位置
3. 方向判断错误","1. 对照方向图
2. 用实物标注方向
3. 多做练习"
K095,除数是一位数的除法（口算除法）,口算除数是一位数的除法，可以把被除数看成几个十、几个百、几个千，再用乘法口诀计算。例如240÷6，把240看成24个十，24÷6=4，所以240÷6=40。,无,"1. 不会转化
2. 乘法口诀记错
3. 计算错误","1. 用转化法口算
2. 强调""几个十""
3. 多做练习"
K096,除数是一位数的除法（笔算除法一位数）,笔算除数是一位数的除法，从被除数的最高位除起，如果最高位不够除，就看前两位。除到哪一位，商就写在哪一位的上面。例如72÷3，先算7÷3商2，余1，再把2落下来，12÷3商4，结果是24。,无,"1. 商的位置写错
2. 计算错误
3. 不会写余数","1. 用竖式计算
2. 强调商的位置
3. 检查余数"
K097,除数是一位数的除法（笔算除法两位数）,当被除数是两位数时，先看十位上的数，如果十位上的数大于或等于除数，商是两位数；如果十位上的数小于除数，商是一位数。例如48÷6，十位4小于6，商是一位数。,无,"1. 商的位数判断错误
2. 商的位置写错
3. 计算错误","1. 判断商的位数
2. 用竖式计算
3. 检查结果"
K098,除数是一位数的除法（商中间有0）,当被除数中间有0，且前面没有余数时，商中间要写0占位。例如306÷3，先算3÷3商1，十位0÷3商0，个位6÷3商2，结果是102。,无,"1. 漏写商中间的0
2. 计算错误
3. 商的位置错误","1. 强调0占位
2. 用竖式计算
3. 检查每一位"
K099,除数是一位数的除法（商末尾有0）,当被除数末尾有0，且前面的数能被除数整除时，商末尾要写0。例如480÷4，先算48÷4商12，末尾0直接写在商的末尾，结果是120。,无,"1. 漏写商末尾的0
2. 计算错误
3. 余数处理不当","1. 强调0占位
2. 用竖式计算
3. 检查结果"
K100,复式统计表,复式统计表是把两个或多个统计项目的数据合并在一个表格里。通过复式统计表，可以方便地对比不同类别的数据。要会填写和分析复式统计表。,无,"1. 数据填写错误
2. 不会对比数据
3. 表格格式错误","1. 规范填写表格
2. 学会对比分析
3. 多做实例练习"
K101,两位数乘两位数（口算乘法）,口算两位数乘两位数，可以把其中一个两位数拆分成整十数和个位数，分别相乘，再把结果相加。例如23×20，先算23×2=46，再在末尾添一个0，结果是460。,无,"1. 拆分错误
2. 忘记末尾添0
3. 计算错误","1. 用分解法口算
2. 分步写出过程
3. 检查结果"
K102,两位数乘两位数（笔算乘法不进位）,笔算两位数乘两位数（不进位），先用第二个因数个位上的数去乘第一个因数，得数的末位和个位对齐；再用第二个因数十位上的数去乘第一个因数，得数的末位和十位对齐；最后把两次乘得的数加起来。,无,"1. 数位不对齐
2. 漏乘某一位
3. 计算错误","1. 用竖式计算
2. 强调数位对齐
3. 分步计算"
K103,两位数乘两位数（笔算乘法进位）,笔算两位数乘两位数（进位），方法与不进位相同，但要注意进位。哪一位相乘满几十，就向前一位进几。例如46×27，个位6×7=42，向十位进4，十位4×7+4=32，向百位进3。,无,"1. 忘记进位
2. 进位后忘记加进位
3. 数位不对齐","1. 用竖式计算
2. 标出进位标记
3. 检查每一位"
K104,面积和面积单位,物体表面或平面图形的大小叫做它们的面积。常用的面积单位有平方厘米、平方分米、平方米。1平方米=100平方分米，1平方分米=100平方厘米。,1平方米=100平方分米; 1平方分米=100平方厘米,"1. 分不清面积和周长
2. 单位换算错误
3. 不会选择合适的单位","1. 对比面积和周长
2. 通过实物感知单位大小
3. 多做换算练习"
K105,长方形和正方形的面积计算,长方形面积=长×宽，正方形面积=边长×边长。例如长8厘米、宽5厘米的长方形，面积=8×5=40平方厘米。,长方形面积=长×宽; 正方形面积=边长×边长,"1. 把面积公式记成周长公式
2. 单位使用错误
3. 计算错误","1. 区分面积和周长
2. 强调单位
3. 多做练习"
K106,面积单位间的进率,相邻两个面积单位之间的进率是100。1平方米=100平方分米，1平方分米=100平方厘米。高级单位换算成低级单位乘进率，低级单位换算成高级单位除以进率。,1平方米=100平方分米; 1平方分米=100平方厘米,"1. 单位换算错误
2. 分不清乘除
3. 进率记错","1. 理解进率含义
2. 总结换算方法
3. 多做练习"
K107,年、月、日（年月日的认识）,一年有12个月，其中1、3、5、7、8、10、12月是大月，有31天；4、6、9、11月是小月，有30天；2月既不是大月也不是小月。平年2月有28天，闰年2月有29天。,一年=12个月; 大月=31天; 小月=30天,"1. 分不清大月小月
2. 忘记2月的特殊性
3. 天数计算错误","1. 记住大小月口诀
2. 观察年历
3. 多做练习"
K108,平年和闰年,判断平年和闰年的方法：一般年份除以4，能整除的是闰年，不能整除的是平年；整百年份除以400，能整除的是闰年，不能整除的是平年。例如2024÷4=506，是闰年；2000÷400=5，是闰年。,一般年份÷4; 整百年份÷400,"1. 整百年份判断错误
2. 除以4还是除以400混淆
3. 计算错误","1. 区分一般年份和整百年份
2. 总结判断方法
3. 多做练习"
K109,24时计时法,24时计时法是从0时到24时的计时方法。普通计时法转化成24时计时法，上午的时间不变，下午和晚上的时间加上12。例如下午3时就是15时。,无,"1. 普通计时法和24时计时法混淆
2. 时间换算错误
3. 不会计算经过时间","1. 对比两种计时法
2. 多做换算练习
3. 计算经过时间"
K110,小数的初步认识（一位小数）,像0.5、1.2、3.6这样的数叫做小数。小数点前面的数是整数部分，小数点后面的数是小数部分。一位小数表示十分之几，例如0.5表示5/10。,无,"1. 不会读写小数
2. 不理解小数的含义
3. 小数点位置错误","1. 通过实物理解
2. 规范读写
3. 联系分数"
K111,小数的初步认识（两位小数）,"两位小数表示百分之几，例如0.25表示25/100。读两位小数时，小数点后面的两个数字要分别读出来。例如0.25读作""零点二五""。",无,"1. 不会读写两位小数
2. 不理解两位小数的含义
3. 小数点位置错误","1. 通过实物理解
2. 规范读写
3. 联系分数"
K112,简单的小数加减法（一位小数）,计算一位小数加减法，要把小数点对齐，然后按照整数加减法的方法计算，最后在结果中点上小数点。例如3.5+2.3=5.8，3.5-2.3=1.2。,小数点对齐,"1. 小数点不对齐
2. 计算错误
3. 结果漏写小数点","1. 强调小数点对齐
2. 用竖式计算
3. 检查结果"
K113,数学广角——搭配（二）,搭配问题是指从几个物体中选出两个进行组合，求有多少种不同的搭配方法。可以用连线法、列举法等方法解决。例如从4个数中选2个数求和，有6种不同的和。,无,"1. 搭配不全面
2. 重复搭配
3. 不会有序思考","1. 强调有序搭配
2. 用连线法帮助思考
3. 分类讨论"
K114,大数的认识（亿以内数的认识）,亿以内的数包括个级（个位、十位、百位、千位）和万级（万位、十万位、百万位、千万位）。10个一万是十万，10个十万是一百万，10个一百万是一千万，10个一千万是一亿。要会读、会写亿以内的数。,"10个一万=十万
10个十万=一百万
10个一百万=一千万
10个一千万=一亿","1. 数位分级错误
2. 读数时漏掉""万""字
3. 写数时漏写0","1. 强调四位一级
2. 分级读写
3. 多做读写练习"
K115,大数的认识（亿以内数的读法）,"亿以内数的读法：先读万级，再读个级；万级的数按照个级的读法来读，再在后面加上""万""字；每级末尾的0不读，其他数位有一个0或连续几个0，都只读一个0。例如3050068读作：三百零五万零六十八。",无,"1. 分级错误
2. 0的读法错误
3. 漏掉""万""字","1. 先分级再读数
2. 总结0的读法规则
3. 多做读数练习"
K116,大数的认识（亿以内数的写法）,亿以内数的写法：先写万级，再写个级；哪个数位上一个单位也没有，就在那个数位上写0。例如：四百零二万零三十写作：4020030。,无,"1. 分级错误
2. 漏写0
3. 数位顺序错误","1. 先分级再写数
2. 强调补0
3. 多做写数练习"
K117,大数的认识（亿以上数的认识）,亿以上的数包括亿级（亿位、十亿位、百亿位、千亿位）。10个一亿是十亿，10个十亿是一百亿，10个一百亿是一千亿。读法和写法与亿以内数类似，只是多了亿级。,"10个一亿=十亿
10个十亿=一百亿
10个一百亿=一千亿","1. 数位分级错误
2. 漏掉""亿""字
3. 0的读写错误","1. 扩展数位顺序表
2. 分级读写
3. 对比亿以内数"
K118,大数的认识（近似数）,"近似数是与准确数相近的数，通常用""四舍五入""法求近似数。要看省略的尾数部分的最高位，如果小于5就舍去，如果大于或等于5就向前一位进1。例如12756≈10000（省略万位后面的尾数）。",四舍五入法,"1. 不知道看哪一位
2. 四舍五入错误
3. 忘记写""≈""","1. 强调""看省略尾数的最高位""
2. 总结四舍五入规则
3. 多做练习"
K119,计算器的使用,计算器是计算工具，要会使用计算器进行四则运算。使用时先开机，输入第一个数，再输入运算符号，输入第二个数，最后按等号得出结果。要注意按键的准确性。,无,"1. 按键错误
2. 运算顺序错误
3. 忘记清屏","1. 实际操作计算器
2. 强调按键顺序
3. 检查计算结果"
K120,公顷和平方千米（面积单位）,公顷和平方千米是较大的面积单位。1公顷=10000平方米，1平方千米=100公顷=1000000平方米。测量土地面积常用公顷和平方千米作单位。,"1公顷=10000平方米
1平方千米=100公顷","1. 单位换算错误
2. 不会选择合适的单位
3. 对公顷和平方千米没有直观感受","1. 通过实例感知大小
2. 多做换算练习
3. 列举生活中的例子"
K121,角的度量（直线、射线、线段）,直线没有端点，可以向两端无限延伸；射线有一个端点，可以向一端无限延伸；线段有两个端点，不能延伸。线段是直线的一部分，射线也是直线的一部分。,无,"1. 分不清直线、射线、线段
2. 不会画
3. 认为射线和直线有长度","1. 通过画图对比
2. 强调端点数量
3. 理解无限延伸"
K122,角的度量（角的分类）,角按大小分为：锐角（小于90°）、直角（等于90°）、钝角（大于90°小于180°）、平角（等于180°）、周角（等于360°）。1周角=2平角=4直角。,"1周角=2平角=4直角
1平角=2直角","1. 分不清各种角
2. 角的大小判断错误
3. 周角和射线混淆","1. 用活动角演示
2. 对比各种角的大小
3. 强调角的定义"
K123,角的度量（量角器量角）,用量角器量角的方法：把量角器的中心与角的顶点重合，0刻度线与角的一条边重合，角的另一条边所对的量角器上的刻度，就是这个角的度数。,无,"1. 中心点不与顶点重合
2. 0刻度线不与边重合
3. 读错刻度（内圈外圈）","1. 强调两重合
2. 区分内圈外圈刻度
3. 多做量角练习"
K124,角的度量（画角）,画角的方法：先画一条射线，使量角器的中心和射线的端点重合，0刻度线和射线重合；在量角器上找到要画的角的度数，点一个点；以射线的端点为端点，通过刚画的点，再画一条射线。,无,"1. 中心点不与端点重合
2. 0刻度线不与射线重合
3. 度数找错","1. 强调两重合
2. 步骤清晰
3. 多做画角练习"
K125,三位数乘两位数（笔算乘法）,三位数乘两位数，先用两位数个位上的数去乘三位数，得数的末位和个位对齐；再用两位数十位上的数去乘三位数，得数的末位和十位对齐；最后把两次乘得的数加起来。例如123×45，先算123×5=615，再算123×40=4920，最后615+4920=5535。,无,"1. 数位不对齐
2. 漏乘某一位
3. 忘记加进位","1. 用竖式计算
2. 强调数位对齐
3. 分步计算"
K126,积的变化规律,积的变化规律：一个因数不变，另一个因数乘（或除以）几（0除外），积也乘（或除以）几。例如12×5=60，12×10=120（5乘2，积也乘2）。,"a×b=c
 a×(b×n)=c×n（a不变）","1. 两个因数同时变化不会判断
2. 忘记0除外
3. 除法变化错误","1. 通过实例总结规律
2. 强调""一个因数不变""
3. 多做练习"
K127,单价、数量、总价（数量关系）,单价×数量=总价，总价÷单价=数量，总价÷数量=单价。例如：每个书包50元，买3个需要多少钱？50×3=150元。,"单价×数量=总价
总价÷单价=数量
总价÷数量=单价","1. 分不清单价、数量、总价
2. 公式应用错误
3. 计算错误","1. 理解三个量的含义
2. 总结数量关系
3. 多做应用题"
K128,速度、时间、路程（数量关系）,速度×时间=路程，路程÷速度=时间，路程÷时间=速度。速度的单位是复合单位，如千米/时、米/分。例如：汽车每小时行驶60千米，行驶3小时，路程=60×3=180千米。,"速度×时间=路程
路程÷速度=时间
路程÷时间=速度","1. 分不清速度、时间、路程
2. 速度单位错误
3. 公式应用错误","1. 理解三个量的含义
2. 强调速度单位
3. 多做应用题"
K129,平行四边形和梯形（平行与垂直）,在同一平面内，不相交的两条直线叫做平行线，也可以说这两条直线互相平行。如果两条直线相交成直角，就说这两条直线互相垂直，其中一条直线叫做另一条直线的垂线，这两条直线的交点叫做垂足。,无,"1. 不理解""同一平面内""
2. 分不清平行和垂直
3. 不会判断","1. 通过画图理解
2. 用三角板判断
3. 结合生活实例"
K130,平行四边形和梯形（平行四边形）,平行四边形的两组对边分别平行且相等。平行四边形具有不稳定性，容易变形。从平行四边形一条边上的一点向对边引一条垂线，这点和垂足之间的线段叫做平行四边形的高，垂足所在的边叫做底。,无,"1. 高的画法错误
2. 不理解不稳定性
3. 分不清底和高","1. 通过实物观察
2. 用三角板画高
3. 强调对边平行且相等"
K131,平行四边形和梯形（梯形）,只有一组对边平行的四边形叫做梯形。平行的两条边叫做梯形的底，通常把较短的底叫做上底，较长的底叫做下底。不平行的两条边叫做腰。两腰相等的梯形叫做等腰梯形。,无,"1. 分不清梯形和平行四边形
2. 上底下底混淆
3. 不会画高","1. 强调""只有一组对边平行""
2. 对比平行四边形
3. 画高练习"
K132,除数是两位数的除法（口算除法）,口算除数是两位数的除法，可以把被除数和除数同时看成与它们接近的整十数，再进行口算。例如120÷30，把120看成12个十，30看成3个十，12÷3=4，所以120÷30=4。,无,"1. 不会转化
2. 乘法口诀记错
3. 计算错误","1. 用转化法口算
2. 强调""几个十""
3. 多做练习"
K133,除数是两位数的除法（笔算除法试商）,笔算除数是两位数的除法，要先看被除数的前两位，如果前两位不够除，就看前三位。试商时把除数看成与它接近的整十数来试商。例如196÷39，把39看成40来试商，4×39=156，196-156=40，余数40比除数39大，说明商小了，改商5。,无,"1. 商的位置写错
2. 试商过大或过小
3. 余数比除数大","1. 强调商的位置
2. 四舍五入法试商
3. 检查余数"
K134,除数是两位数的除法（商是一位数）,当被除数的前两位小于除数时，商是一位数。例如128÷16，被除数前两位12小于16，商是一位数，16×8=128，商是8。,无,"1. 商的位数判断错误
2. 商的位置写错
3. 计算错误","1. 判断商的位数
2. 用竖式计算
3. 检查结果"
K135,除数是两位数的除法（商是两位数）,当被除数的前两位大于或等于除数时，商是两位数。例如372÷31，被除数前两位37大于31，商是两位数。先算37÷31商1，余6，再把2落下来，62÷31商2，结果是12。,无,"1. 商的位数判断错误
2. 漏写商的某一位
3. 计算错误","1. 判断商的位数
2. 用竖式计算
3. 检查每一步"
K136,商的变化规律,商的变化规律：被除数不变，除数乘（或除以）几（0除外），商反而除以（或乘）几；除数不变，被除数乘（或除以）几（0除外），商也乘（或除以）几；被除数和除数同时乘（或除以）几（0除外），商不变。,"a÷b=c
 a÷(b×n)=c÷n（a不变）
(a×n)÷b=c×n（b不变）
(a×n)÷(b×n)=c","1. 规律记混
2. 忘记0除外
3. 不会应用规律","1. 通过实例总结
2. 分情况记忆
3. 多做练习"
K137,条形统计图（纵向条形图）,纵向条形统计图是用直条的长短来表示数量的多少，直条越长表示数量越多。要会看统计图，读出数据，还要会根据数据绘制统计图。,无,"1. 读错数据
2. 绘制时直条高度错误
3. 不会分析数据","1. 学会看刻度
2. 规范绘制
3. 分析数据"
K138,条形统计图（横向条形图）,横向条形统计图是用直条的长短来表示数量的多少，直条越长表示数量越多，只是直条是水平方向的。当数据的类别较多或数据较大时，用横向条形图更方便。,无,"1. 读错数据
2. 绘制时直条长度错误
3. 分不清横向和纵向","1. 对比纵向条形图
2. 规范绘制
3. 选择合适的统计图"
K139,数学广角——优化（沏茶问题）,沏茶问题是合理安排时间的问题，要找出哪些事情可以同时做，从而节省时间。例如沏茶需要烧水8分钟、洗茶壶1分钟、洗茶杯2分钟、拿茶叶1分钟、泡茶1分钟。可以在烧水的同时洗茶壶、洗茶杯、拿茶叶，总共需要8+1=9分钟。,无,"1. 不会找同时进行的事情
2. 计算时间错误
3. 步骤安排不合理","1. 用流程图表示
2. 强调""同时进行""
3. 多做实例分析"
K140,数学广角——优化（烙饼问题）,烙饼问题是合理安排烙饼顺序的问题，要保证每次锅中都有两张饼，这样最节省时间。烙饼时间=饼的张数×每面烙的时间（张数≥2）。例如烙3张饼，每张饼烙2面，每面3分钟，总共需要3×3=9分钟。,烙饼时间=饼数×每面时间（饼数≥2）,"1. 不会安排顺序
2. 计算时间错误
3. 每次只烙一张饼","1. 演示烙饼过程
2. 总结规律
3. 多做练习"
K141,四则运算（加、减法的意义）,加法是把两个数合并成一个数的运算。减法是已知两个数的和与其中一个加数，求另一个加数的运算。减法是加法的逆运算。,加数+加数=和; 和-一个加数=另一个加数,"1. 不理解加减法的意义
2. 不会用减法验算加法
3. 计算错误","1. 通过实例理解
2. 强调逆运算关系
3. 多做练习"
K142,四则运算（乘、除法的意义）,乘法是求几个相同加数和的简便运算。除法是已知两个因数的积与其中一个因数，求另一个因数的运算。除法是乘法的逆运算。,因数×因数=积; 积÷一个因数=另一个因数,"1. 不理解乘除法的意义
2. 不会用除法验算乘法
3. 计算错误","1. 通过实例理解
2. 强调逆运算关系
3. 多做练习"
K143,四则运算（含有括号的混合运算）,含有括号的混合运算，要先算括号里面的，再算括号外面的。如果有多层括号，要先算小括号里面的，再算中括号里面的。例如[(3+5)×2]-4，先算3+5=8，再算8×2=16，最后算16-4=12。,先算括号里面的,"1. 运算顺序错误
2. 括号处理错误
3. 计算错误","1. 强调括号优先
2. 分步计算
3. 检查运算顺序"
K144,观察物体（二）（从不同方向观察立体图形）,从不同方向观察立体图形，看到的形状可能不同。要会从正面、左面、上面观察立体图形，并能画出看到的形状。,无,"1. 分不清观察方向
2. 不会画出看到的形状
3. 空间想象能力不足","1. 实际观察实物
2. 用积木搭建后观察
3. 多角度观察对比"
K145,运算定律（加法交换律）,加法交换律：两个加数交换位置，和不变。用字母表示为a+b=b+a。例如3+5=5+3=8。,a+b=b+a,"1. 不理解交换律
2. 不会应用交换律
3. 计算错误","1. 通过实例总结
2. 强调""交换位置和不变""
3. 多做练习"
K146,运算定律（加法结合律）,加法结合律：三个数相加，先把前两个数相加，或者先把后两个数相加，和不变。用字母表示为(a+b)+c=a+(b+c)。例如(3+5)+2=3+(5+2)=10。,(a+b)+c=a+(b+c),"1. 不理解结合律
2. 不会应用结合律
3. 运算顺序错误","1. 通过实例总结
2. 强调""先加哪两个数都可以""
3. 多做练习"
K147,运算定律（乘法交换律）,乘法交换律：两个因数交换位置，积不变。用字母表示为a×b=b×a。例如3×5=5×3=15。,a×b=b×a,"1. 不理解交换律
2. 不会应用交换律
3. 计算错误","1. 通过实例总结
2. 强调""交换位置积不变""
3. 多做练习"
K148,运算定律（乘法结合律）,乘法结合律：三个数相乘，先把前两个数相乘，或者先把后两个数相乘，积不变。用字母表示为(a×b)×c=a×(b×c)。例如(3×5)×2=3×(5×2)=30。,(a×b)×c=a×(b×c),"1. 不理解结合律
2. 不会应用结合律
3. 运算顺序错误","1. 通过实例总结
2. 强调""先乘哪两个数都可以""
3. 多做练习"
K149,运算定律（乘法分配律）,乘法分配律：两个数的和与一个数相乘，可以先把它们分别与这个数相乘，再相加。用字母表示为(a+b)×c=a×c+b×c。例如(3+5)×2=3×2+5×2=16。,(a+b)×c=a×c+b×c,"1. 不理解分配律
2. 不会应用分配律
3. 计算错误","1. 通过实例总结
2. 强调""分别相乘再相加""
3. 多做练习"
K150,小数的意义和性质（小数的意义）,小数的意义：分母是10、100、1000……的分数可以用小数表示。一位小数表示十分之几，两位小数表示百分之几，三位小数表示千分之几……,无,"1. 不理解小数的意义
2. 不会读写小数
3. 小数和分数联系不起来","1. 通过分数理解小数
2. 规范读写
3. 多做练习"
K151,小数的意义和性质（小数的读法和写法）,"小数的读法：先读整数部分，再读小数点，最后读小数部分。小数的写法：先写整数部分，再写小数点，最后写小数部分。例如3.14读作""三点一四""，写作""3.14""。",无,"1. 小数部分读法错误
2. 小数点位置错误
3. 书写不规范","1. 规范读写
2. 对照数位表
3. 多做练习"
K152,小数的意义和性质（小数的性质）,"小数的性质：小数的末尾添上""0""或去掉""0""，小数的大小不变。例如3.5=3.50=3.500。",小数末尾添0或去0，大小不变,"1. 在小数点后面添0
2. 在小数中间去0
3. 不理解性质","1. 强调""末尾""
2. 通过实例验证
3. 多做练习"
K153,小数的意义和性质（小数的大小比较）,比较小数的大小：先比较整数部分，整数部分大的那个数就大；整数部分相同，再比较小数部分，从十分位开始依次比较。例如3.14>2.99，3.14<3.20。,无,"1. 比较顺序错误
2. 小数部分比较错误
3. 不会比较","1. 先看整数部分
2. 从高位到低位依次比较
3. 多做练习"
K154,小数的意义和性质（小数点移动引起小数大小变化）,小数点向右移动一位，小数就扩大到原来的10倍；向右移动两位，扩大到原来的100倍……小数点向左移动一位，小数就缩小到原来的1/10；向左移动两位，缩小到原来的1/100……,右移扩大，左移缩小,"1. 方向判断错误
2. 倍数计算错误
3. 移动位数错误","1. 总结移动规律
2. 多做练习
3. 检查结果"
K155,小数的意义和性质（小数与单位换算）,小数与单位换算：高级单位换算成低级单位，乘进率；低级单位换算成高级单位，除以进率。例如1米=100厘米，1.5米=150厘米，150厘米=1.5米。,高级单位×进率=低级单位; 低级单位÷进率=高级单位,"1. 进率记错
2. 乘除混淆
3. 单位名称错误","1. 记住常用进率
2. 总结换算方法
3. 多做练习"
K156,小数的意义和性质（小数的近似数）,"求小数的近似数用""四舍五入""法。要看保留位数的下一位，如果小于5就舍去，如果大于或等于5就向前一位进1。例如3.14159保留两位小数是3.14。",四舍五入法,"1. 不知道看哪一位
2. 四舍五入错误
3. 保留位数错误","1. 强调""看保留位数的下一位""
2. 总结四舍五入规则
3. 多做练习"
K157,三角形（三角形的特性）,三角形有三条边、三个角、三个顶点。三角形具有稳定性，不容易变形。三角形任意两边之和大于第三边。,三角形两边之和>第三边,"1. 不理解稳定性
2. 不会判断三条线段能否围成三角形
3. 角的个数数错","1. 通过实物演示
2. 强调三边关系
3. 动手操作"
K158,三角形（三角形的分类）,三角形按角分类：锐角三角形（三个角都是锐角）、直角三角形（有一个角是直角）、钝角三角形（有一个角是钝角）。按边分类：等腰三角形（两条边相等）、等边三角形（三条边都相等）。,无,"1. 分类标准混淆
2. 分不清各种三角形
3. 判断错误","1. 明确分类标准
2. 对比各种三角形
3. 多做判断练习"
K159,三角形（三角形的内角和）,三角形的内角和是180°。无论是什么样的三角形，三个内角的和都是180°。可以通过剪拼、测量等方法验证。,三角形内角和=180°,"1. 不理解内角和
2. 计算错误
3. 不会应用内角和","1. 通过剪拼验证
2. 强调""内角和180°""
3. 多做练习"
K160,小数的加减法（笔算小数加减法）,计算小数加减法，要把小数点对齐，然后按照整数加减法的方法计算，最后在结果中点上小数点。例如3.14+2.86=6.00，3.14-2.86=0.28。,小数点对齐,"1. 小数点不对齐
2. 计算错误
3. 结果漏写小数点","1. 强调小数点对齐
2. 用竖式计算
3. 检查结果"
K161,小数的加减法（小数加减混合运算）,小数加减混合运算按从左到右的顺序依次计算。如果有括号，要先算括号里面的。例如3.14+2.86-1.5，先算3.14+2.86=6，再算6-1.5=4.5。,无,"1. 运算顺序错误
2. 计算错误
3. 括号处理错误","1. 强调从左到右
2. 分步计算
3. 检查结果"
K162,图形的运动（二）（轴对称图形）,如果一个图形沿着一条直线对折后，两边能够完全重合，这个图形就是轴对称图形，这条直线就是对称轴。要会画轴对称图形的另一半。,无,"1. 找不到对称轴
2. 不会画轴对称图形的另一半
3. 画法错误","1. 通过折纸理解
2. 强调""完全重合""
3. 多做画图练习"
